review_id,text,star_rating,date,app_version,is_defect,category
R00325,The app looks beautiful but everything lags; opening the living room bulb takes forever. Anyone else seeing this?,1,2026-05-09,3.3.2,1,performance
R00326,"Login screen loops forever: enter password, spinner, back to login.",2,2026-01-08,3.3.2,1,login_auth
R00327,The thermostat temperature shows in Fahrenheit even though I set Celsius in settings. Support was no help.,4,2026-06-11,3.2.0,1,ui_bug
R00328,"My security camera shows offline in the app constantly, but my Wi-Fi is fine. Hope this gets fixed soon.",5,2026-02-21,3.2.0,1,connectivity
R00329,Where do I find the firmware version of my kitchen plug in the app? Considering switching apps.,4,2026-02-17,3.4.0,0,question
R00330,The app is great when it works -- sadly the smart plug screen crashes on launch. Support was no help.,1,2026-03-12,3.2.1,1,crash
R00331,App says my session expired in the middle of kitchen plug setup and lost my progress. This started after the update.,2,2026-05-24,3.2.1,1,login_auth
R00332,Every tap has a delay on 3.2.1. The video doorbell controls feel like they're on dial-up. This started after the update.,1,2026-08-31,3.3.0,1,performance
R00333,"Login screen loops forever: enter password, spinner, back to login.",2,2026-02-20,3.2.1,1,login_auth
R00334,Setup for the kitchen plug was painless and the interface is beautiful.,5,2026-05-12,3.3.0,0,praise
R00335,"Really happy with the security camera itself, but the app UI shows the wrong status half the time. Support was no help.",1,2026-08-24,3.4.0,1,ui_bug
R00336,Best smart home app I've tried. The thermostat automations are rock solid.,3,2026-04-16,3.3.2,0,praise
R00337,The video doorbell status card shows yesterday's data until I force-refresh the app.,2,2026-04-16,3.4.1,1,ui_bug
R00338,"Love the automations, but the garage sensor live view buffers constantly.",1,2026-08-14,3.4.1,1,performance
R00339,It crashed twice this week on the smart lock page. Still better than the competitor's app. Hope this gets fixed soon.,1,2026-05-28,3.3.2,1,crash
R00340,Haven't seen a single crash since 3.3.2. The smoke detector controls are fast and reliable.,5,2026-02-18,3.3.0,0,praise
R00341,Icons for the smoke detector are missing -- just empty boxes on 3.2.0. Support was no help.,1,2026-07-07,3.3.2,1,ui_bug
R00342,Biometric login crashes back to the password field on 3.2.1.,1,2026-06-17,3.4.0,1,login_auth
R00343,App takes forever to load the garage sensor dashboard -- 20+ seconds of spinner. Otherwise I like the app.,3,2026-05-04,3.2.1,1,performance
R00344,Constant location polling for the smart lock geofence is killing my battery. Support was no help.,1,2026-07-05,3.2.1,1,battery_drain
R00345,Search in the thermostat history times out on anything older than a week. Considering switching apps.,4,2026-07-04,3.4.0,1,performance
R00346,Background crash loop drained my patience -- garage sensor alerts kill the app. Hope this gets fixed soon.,3,2026-04-04,3.3.2,1,crash
R00347,The app looks beautiful but everything lags; opening the garage sensor takes forever. Otherwise I like the app.,1,2026-04-18,3.2.1,1,performance
R00348,Search in the security camera history times out on anything older than a week. Considering switching apps.,1,2026-03-18,3.2.0,1,performance
R00349,Does the bedroom speaker work without Wi-Fi? Wondering about offline mode.,3,2026-06-26,3.3.0,0,question
R00350,The back button from the garage sensor settings dumps me to the login screen instead of home. Otherwise I like the app.,3,2026-04-04,3.4.1,1,ui_bug
R00351,Would love voice control shortcuts for the smart lock beyond the basics. Anyone else seeing this?,5,2026-04-04,3.3.2,0,feature_request
R00352,App force closes during smart plug setup on the very last step. Unacceptable. Anyone else seeing this?,1,2026-01-21,3.2.1,1,crash
R00353,"Login screen loops forever: enter password, spinner, back to login.",2,2026-06-23,3.4.1,1,login_auth
R00354,The widget alone drains my battery keeping the video doorbell status updated. Really disappointing.,3,2026-06-25,3.3.2,1,battery_drain
R00355,Text is cut off on the video doorbell details screen on my small phone.,1,2026-01-29,3.3.2,1,ui_bug
R00356,Every time I adjust the bedroom speaker settings the app force quits. So frustrating. Reinstalling didn't help.,2,2026-07-16,3.2.0,1,crash
R00357,Would love voice control shortcuts for the smart lock beyond the basics. This started after the update.,4,2026-02-11,3.2.0,0,feature_request
R00358,The app logs me out every day and I have to sign back in to see my bedroom speaker. Considering switching apps.,1,2026-02-12,3.4.0,1,login_auth
R00359,Does anyone know if the app supports the older smart plug model from 2021? Considering switching apps.,4,2026-01-20,3.3.2,0,question
R00360,Zero crashes so far and no battery drain. The smart lock just works. Considering switching apps.,4,2026-05-20,3.4.1,0,praise
R00361,Crashes constantly since the 3.2.1 update. My garage sensor is basically bricked in the app.,2,2026-07-08,3.2.0,1,crash
R00362,The video doorbell status card shows yesterday's data until I force-refresh the app. Honestly pretty annoyed.,2,2026-04-02,3.4.1,1,ui_bug
R00363,Great app otherwise -- however my bedroom speaker keeps showing offline since 3.3.2. This started after the update.,1,2026-05-20,3.2.0,1,connectivity
R00364,Best smart home app I've tried. The living room bulb automations are rock solid. This started after the update.,4,2026-05-19,3.2.1,0,praise
R00365,Feature request: let me export video doorbell history to CSV for my energy audit. Really disappointing.,5,2026-06-30,3.4.0,0,feature_request
R00366,This app eats my phone battery alive -- lost 40% overnight with the smoke detector idle. Reinstalling didn't help.,3,2026-09-05,3.4.0,1,battery_drain
R00367,"Simple, fast, reliable. Exactly what I want for my smart plug. Anyone else seeing this?",2,2026-03-21,3.2.0,0,praise
R00368,"No login issues, no connectivity drops -- the security camera has been rock solid. Support was no help.",5,2026-02-14,3.4.1,0,praise
R00369,The video doorbell status card shows yesterday's data until I force-refresh the app. Support was no help.,1,2026-07-27,3.4.0,1,ui_bug
R00370,"My smart plug shows offline in the app constantly, but my Wi-Fi is fine. Reinstalling didn't help.",3,2026-08-07,3.2.0,1,connectivity
R00371,Great app otherwise -- however my smart plug keeps showing offline since 3.2.0. Hope this gets fixed soon.,4,2026-06-30,3.3.2,1,connectivity
R00372,App disconnects from the living room bulb whenever my phone switches between Wi-Fi and data.,1,2026-07-29,3.2.0,1,connectivity
R00373,The living room bulb temperature shows in Fahrenheit even though I set Celsius in settings.,2,2026-06-26,3.3.0,1,ui_bug
R00374,Everything is sluggish since 3.2.1. Opening the smart lock feed lags badly. Hope this gets fixed soon.,5,2026-08-19,3.3.0,1,performance
R00375,The bedroom speaker history graph renders blank after midnight. Graphs worked in the old version. This started after the update.,1,2026-07-15,3.2.0,1,ui_bug
R00376,"Best smart home app I've used, if only the bedroom speaker page didn't lag so badly. Reinstalling didn't help.",2,2026-01-19,3.2.1,1,performance
R00377,Live view from the thermostat lags 10 seconds behind real time. Useless for a doorbell. Considering switching apps.,1,2026-04-16,3.3.0,1,performance
R00378,App can't find the smart lock half the time. Re-pairing works for a day then it drops again. This started after the update.,2,2026-08-21,3.2.1,1,connectivity
R00379,Five stars. The video doorbell routines run perfectly every morning.,5,2026-07-21,3.2.0,0,praise
R00380,"Login screen loops forever: enter password, spinner, back to login. Really disappointing.",2,2026-08-02,3.4.0,1,login_auth
R00381,App takes forever to load the security camera dashboard -- 20+ seconds of spinner.,2,2026-01-09,3.2.1,1,performance
R00382,Constant location polling for the bedroom speaker geofence is killing my battery. Otherwise I like the app.,2,2026-08-28,3.3.0,1,battery_drain
R00383,The video doorbell works in the old app but this version 3.2.0 can't maintain a connection. Reinstalling didn't help.,1,2026-07-15,3.4.0,1,connectivity
R00384,Would love Apple Watch support to check the garage sensor quickly. Otherwise I like the app.,5,2026-05-26,3.4.1,0,feature_request
R00385,"Notification badges never clear for the security camera, even after I read everything. Honestly pretty annoyed.",1,2026-02-03,3.4.0,1,ui_bug
R00386,App keeps crashing every time I open the living room bulb controls on version 3.3.0. Support was no help.,2,2026-07-31,3.3.2,1,crash
R00387,Would love voice control shortcuts for the kitchen plug beyond the basics. Considering switching apps.,5,2026-04-28,3.4.1,0,feature_request
R00388,Password reset email never comes. Can't access my security camera at all now. Reinstalling didn't help.,2,2026-04-07,3.3.0,1,login_auth
R00389,"Best smart home app I've used, if only the smoke detector page didn't lag so badly. Really disappointing.",2,2026-06-25,3.4.1,1,performance
R00390,The app is painfully slow to arm/disarm the kitchen plug. Takes three tries. Hope this gets fixed soon.,1,2026-06-04,3.3.2,1,performance
R00391,Everything about the smart lock integration feels polished. Highly recommend.,3,2026-07-19,3.4.0,0,praise
R00392,"Five stars for features, one star for the battery drain -- the smart lock sync never sleeps. Support was no help.",1,2026-08-27,3.2.1,1,battery_drain
R00393,Switching rooms with the security camera takes ages -- the UI just hangs. Really disappointing.,1,2026-02-03,3.2.0,1,performance
R00394,Every tap has a delay on 3.2.0. The garage sensor controls feel like they're on dial-up.,3,2026-08-15,3.4.1,1,performance
R00395,"My smart lock shows offline in the app constantly, but my Wi-Fi is fine. Otherwise I like the app.",1,2026-01-12,3.3.0,1,connectivity
R00396,"Had one crash right after the 3.2.1 update, but a reinstall fixed everything. Loving it now. Considering switching apps.",5,2026-06-30,3.3.0,0,praise
R00397,Connection keeps dropping -- the thermostat goes 'unreachable' every few hours. Hope this gets fixed soon.,1,2026-08-26,3.4.1,1,connectivity
R00398,Intermittent connectivity: kitchen plug responds maybe one time out of three. Otherwise I like the app.,5,2026-04-11,3.2.1,1,connectivity
R00399,Where do I find the firmware version of my smart lock in the app?,1,2026-04-23,3.4.1,0,question
R00400,App force closes during thermostat setup on the very last step. Unacceptable. Really disappointing.,2,2026-05-15,3.4.0,1,crash
R00401,Please add a dark mode schedule for the thermostat page. Would love auto-switching at sunset. Considering switching apps.,4,2026-03-05,3.3.2,0,feature_request
R00402,"Best smart home app I've used, if only the security camera page didn't lag so badly. Considering switching apps.",2,2026-01-09,3.3.0,1,performance
R00403,"Best smart home app I've used, if only the security camera page didn't lag so badly.",2,2026-03-06,3.3.0,1,performance
R00404,"Really like the design, but logging in has been broken for me since 3.4.0. Honestly pretty annoyed.",2,2026-07-07,3.4.1,1,login_auth
R00405,"Since 3.3.0, the app loses connection to the garage sensor and never reconnects on its own. Honestly pretty annoyed.",2,2026-01-06,3.2.0,1,connectivity
R00406,Can the video doorbell trigger routines based on sunrise/sunset times?,3,2026-02-25,3.3.0,0,question
R00407,Love this app! My security camera setup took five minutes and everything just works. Hope this gets fixed soon.,3,2026-07-08,3.4.1,0,praise
R00408,Background crash loop drained my patience -- thermostat alerts kill the app. Really disappointing.,3,2026-04-02,3.3.0,1,crash
R00409,Dark mode is broken on the kitchen plug page -- white text on a white background.,1,2026-07-29,3.3.2,1,ui_bug
R00410,The app keeps getting better. My security camera has never been easier to manage.,5,2026-02-04,3.2.1,0,praise
R00411,The security camera works in the old app but this version 3.4.0 can't maintain a connection. Support was no help.,2,2026-07-07,3.4.0,1,connectivity
R00412,Scrolling the garage sensor event history stutters and freezes the whole app. Support was no help.,2,2026-08-18,3.2.0,1,performance
R00413,Rotated my phone while on the smart plug page and the app crashed instantly. Anyone else seeing this?,2,2026-04-29,3.4.1,1,crash
R00414,The app keeps getting better. My smart lock has never been easier to manage. Otherwise I like the app.,5,2026-07-21,3.2.1,0,praise
R00415,Would love voice control shortcuts for the security camera beyond the basics. This started after the update.,2,2026-09-15,3.2.1,0,feature_request
R00416,Background battery drain is ridiculous. Turned off smart lock notifications and it still drains. Really disappointing.,1,2026-07-17,3.3.2,1,battery_drain
R00417,The new 3.3.0 update made the garage sensor controls so much snappier. Great work.,5,2026-09-16,3.4.1,0,praise
R00418,Love this app! My smart plug setup took five minutes and everything just works. Really disappointing.,5,2026-06-09,3.4.0,0,praise
R00419,'Device offline' error all day for my thermostat even though it's two feet from the router. This started after the update.,1,2026-06-23,3.4.0,1,connectivity
R00420,Please add multi-home support -- I have a video doorbell at two houses. Really disappointing.,5,2026-04-28,3.2.0,0,feature_request
R00421,Face ID stopped working with the app on 3.4.1. Have to type the password each time.,2,2026-01-28,3.2.1,1,login_auth
R00422,App startup is so slow now that the smart plug alerts arrive before the app opens. Honestly pretty annoyed.,1,2026-03-07,3.3.2,1,performance
R00423,App crashes when I try to view the bedroom speaker live feed. Was fine before 3.2.0. Really disappointing.,1,2026-03-09,3.3.2,1,crash
R00424,App disconnects from the thermostat whenever my phone switches between Wi-Fi and data. Support was no help.,1,2026-09-09,3.4.0,1,connectivity
R00425,Question: can I rename the security camera after setup? Don't see an edit option. Support was no help.,4,2026-06-18,3.4.0,0,question
R00426,Setup for the kitchen plug was painless and the interface is beautiful. This started after the update.,4,2026-03-14,3.2.1,0,praise
R00427,The app is painfully slow to arm/disarm the smoke detector. Takes three tries. Considering switching apps.,3,2026-04-26,3.2.1,1,performance
R00428,"Notification badges never clear for the security camera, even after I read everything. Reinstalling didn't help.",1,2026-06-19,3.4.1,1,ui_bug
R00429,The bedroom speaker works in the old app but this version 3.4.1 can't maintain a connection. Considering switching apps.,4,2026-05-31,3.3.2,1,connectivity
R00430,"The login screen glitched once, but support helped in minutes. Great app overall. Hope this gets fixed soon.",3,2026-03-28,3.3.0,0,praise
R00431,Setup for the thermostat was painless and the interface is beautiful. This started after the update.,5,2026-02-26,3.4.0,0,praise
R00432,Can you add guest access for the smoke detector? I want my family to control it without my login. Honestly pretty annoyed.,5,2026-06-01,3.4.1,0,feature_request
R00433,Where do I find the firmware version of my kitchen plug in the app?,3,2026-01-11,3.4.1,0,question
R00434,Switching rooms with the kitchen plug takes ages -- the UI just hangs. Reinstalling didn't help.,3,2026-04-15,3.4.1,1,performance
R00435,Best smart home app I've tried. The smoke detector automations are rock solid. Support was no help.,5,2026-01-25,3.3.2,0,praise
R00436,Rotated my phone while on the kitchen plug page and the app crashed instantly. Considering switching apps.,1,2026-03-25,3.2.0,1,crash
R00437,"Crash report sent three times this week, all from the living room bulb screen. Anyone else seeing this?",2,2026-07-07,3.2.0,1,crash
R00438,Zero crashes so far and no battery drain. The security camera just works. Reinstalling didn't help.,5,2026-07-30,3.2.0,0,praise
R00439,Text is cut off on the smart lock details screen on my small phone. Reinstalling didn't help.,1,2026-09-05,3.4.0,1,ui_bug
R00440,How do I share kitchen plug access with my partner? Can't find the option in 3.3.2. Honestly pretty annoyed.,2,2026-05-09,3.2.0,0,question
R00441,The app keeps getting better. My living room bulb has never been easier to manage. Reinstalling didn't help.,4,2026-07-15,3.4.0,0,praise
R00442,"The login screen glitched once, but support helped in minutes. Great app overall.",4,2026-01-08,3.4.1,0,praise
R00443,App startup is so slow now that the smart lock alerts arrive before the app opens. Considering switching apps.,3,2026-08-15,3.4.1,1,performance
R00444,No offline errors at all -- the video doorbell stays connected all day.,4,2026-04-06,3.3.0,0,praise
R00445,Background battery drain is ridiculous. Turned off garage sensor notifications and it still drains. Support was no help.,1,2026-08-14,3.3.0,1,battery_drain
R00446,Intermittent connectivity: video doorbell responds maybe one time out of three. Anyone else seeing this?,2,2026-01-28,3.4.1,1,connectivity
R00447,The video doorbell schedules are flexible and the app never misses a beat. This started after the update.,4,2026-07-19,3.3.2,0,praise
R00448,No offline errors at all -- the smoke detector stays connected all day. Really disappointing.,4,2026-03-19,3.3.0,0,praise
R00449,Does anyone know if the app supports the older thermostat model from 2021? Reinstalling didn't help.,5,2026-03-18,3.2.0,0,question
R00450,Firmware update for the living room bulb failed halfway and now the app won't connect at all. Considering switching apps.,4,2026-06-30,3.2.1,1,connectivity
R00451,Connection keeps dropping -- the smart plug goes 'unreachable' every few hours. Honestly pretty annoyed.,1,2026-03-04,3.2.1,1,connectivity
R00452,Please add a dark mode schedule for the smoke detector page. Would love auto-switching at sunset. Really disappointing.,5,2026-02-11,3.3.0,0,feature_request
R00453,Really impressed with how reliable the smart lock connection is. Hope this gets fixed soon.,4,2026-02-09,3.2.1,0,praise
R00454,Toggle switches on the security camera page don't reflect the real state. Confusing. Anyone else seeing this?,2,2026-07-10,3.3.0,1,ui_bug
R00455,"Simple, fast, reliable. Exactly what I want for my bedroom speaker. Otherwise I like the app.",5,2026-03-14,3.4.1,0,praise
R00456,Can the living room bulb trigger routines based on sunrise/sunset times? Reinstalling didn't help.,4,2026-03-01,3.2.1,0,question
R00457,Switched from a competitor and the video doorbell experience here is miles ahead.,4,2026-01-14,3.4.0,0,praise
R00458,Where do I find the firmware version of my smart lock in the app? Reinstalling didn't help.,5,2026-05-18,3.4.0,0,question
R00459,"No lag, no freezes, no battery drain. Really happy with the smart plug integration. Hope this gets fixed soon.",4,2026-03-14,3.3.2,0,praise
R00460,"Love the automations, but the smart lock live view buffers constantly. Really disappointing.",2,2026-03-30,3.4.0,1,performance
R00461,"Five stars for the features, but the battery drain from the garage sensor sync is brutal.",2,2026-04-27,3.3.2,1,battery_drain
R00462,The widget alone drains my battery keeping the kitchen plug status updated. This started after the update.,1,2026-08-25,3.2.0,1,battery_drain
R00463,The app won't stay open for more than a few seconds if the living room bulb is online. Hope this gets fixed soon.,2,2026-04-04,3.3.2,1,crash
R00464,Switched from a competitor and the smart lock experience here is miles ahead. Support was no help.,4,2026-07-04,3.3.0,0,praise
R00465,Icons for the garage sensor are missing -- just empty boxes on 3.2.1. Honestly pretty annoyed.,3,2026-02-13,3.4.0,1,ui_bug
R00466,"Simple, fast, reliable. Exactly what I want for my smart lock. Otherwise I like the app.",5,2026-03-04,3.3.2,0,praise
R00467,The app keeps getting better. My thermostat has never been easier to manage. Anyone else seeing this?,2,2026-03-28,3.2.1,0,praise
R00468,Haven't seen a single crash since 3.3.2. The smoke detector controls are fast and reliable. Anyone else seeing this?,5,2026-01-14,3.4.1,0,praise
R00469,Does the smart plug work without Wi-Fi? Wondering about offline mode. This started after the update.,3,2026-04-02,3.2.1,0,question
R00470,Would love voice control shortcuts for the security camera beyond the basics. Really disappointing.,5,2026-05-20,3.2.1,0,feature_request
R00471,Setup for the security camera was painless and the interface is beautiful.,4,2026-04-18,3.4.0,0,praise
R00472,Zero crashes so far and no battery drain. The smart plug just works.,4,2026-09-19,3.2.0,0,praise
R00473,Biometric login crashes back to the password field on 3.4.0. Support was no help.,3,2026-07-13,3.2.0,1,login_auth
R00474,The app keeps getting better. My smart plug has never been easier to manage. Support was no help.,4,2026-03-14,3.3.0,0,praise
R00475,The app is painfully slow to arm/disarm the smoke detector. Takes three tries. Hope this gets fixed soon.,2,2026-04-11,3.2.0,1,performance
R00476,Would love voice control shortcuts for the smoke detector beyond the basics. Support was no help.,4,2026-04-20,3.4.1,0,feature_request
R00477,Everything about the smoke detector integration feels polished. Highly recommend. Anyone else seeing this?,4,2026-07-11,3.4.0,0,praise
R00478,App startup is so slow now that the smoke detector alerts arrive before the app opens.,2,2026-07-13,3.4.0,1,performance
R00479,The app used 25% of my battery in 3 hours just syncing the bedroom speaker.,3,2026-03-06,3.4.1,1,battery_drain
R00480,The app logs me out every day and I have to sign back in to see my bedroom speaker. Reinstalling didn't help.,1,2026-01-31,3.2.1,1,login_auth
R00481,Scrolling the smart plug event history stutters and freezes the whole app.,2,2026-02-06,3.3.0,1,performance
R00482,"I love this app overall, but it crashes every time I open the bedroom speaker controls. Really disappointing.",2,2026-05-31,3.4.1,1,crash
R00483,"No lag, no freezes, no battery drain. Really happy with the smart lock integration. Reinstalling didn't help.",4,2026-05-31,3.2.1,0,praise
R00484,"Since 3.3.0, the app loses connection to the thermostat and never reconnects on its own. Honestly pretty annoyed.",2,2026-01-05,3.2.1,1,connectivity
R00485,Intermittent connectivity: smart plug responds maybe one time out of three. Reinstalling didn't help.,1,2026-01-12,3.4.1,1,connectivity
R00486,How do I reset the smoke detector energy stats? They seem off this month. Otherwise I like the app.,4,2026-07-01,3.3.0,0,question
R00487,"Sync fails repeatedly with the living room bulb. Spinning loader, then 'connection timeout'. Support was no help.",2,2026-02-28,3.4.0,1,connectivity
R00488,Biometric login crashes back to the password field on 3.4.0. Hope this gets fixed soon.,4,2026-08-19,3.3.2,1,login_auth
R00489,Switching rooms with the smart plug takes ages -- the UI just hangs. This started after the update.,2,2026-03-05,3.3.0,1,performance
R00490,"Login screen loops forever: enter password, spinner, back to login. Reinstalling didn't help.",3,2026-01-09,3.4.1,1,login_auth
R00491,Really impressed with how reliable the security camera connection is. Otherwise I like the app.,3,2026-07-05,3.2.1,0,praise
R00492,Setup for the smart lock was painless and the interface is beautiful. Considering switching apps.,5,2026-05-08,3.3.0,0,praise
R00493,Phone battery dropped 15% during a 20-minute video doorbell live view. Fix the power usage.,1,2026-09-14,3.4.0,1,battery_drain
R00494,Can't stay signed in on two phones -- the second login kicks out the first. Anyone else seeing this?,1,2026-05-25,3.3.2,1,login_auth
R00495,"Sync fails repeatedly with the smart plug. Spinning loader, then 'connection timeout'.",1,2026-08-09,3.3.2,1,connectivity
R00496,Best smart home app I've tried. The video doorbell automations are rock solid. Reinstalling didn't help.,5,2026-08-28,3.3.0,0,praise
R00497,Really impressed with how reliable the living room bulb connection is. Reinstalling didn't help.,4,2026-05-19,3.2.1,0,praise
R00498,Battery usage doubled after the update. The app keeps the smart lock connection awake nonstop. Considering switching apps.,2,2026-07-14,3.3.0,1,battery_drain
R00499,Never had the app crash on me once. The video doorbell setup was smooth. Hope this gets fixed soon.,5,2026-05-05,3.4.0,0,praise
R00500,App force closes during thermostat setup on the very last step. Unacceptable. Support was no help.,1,2026-09-17,3.2.1,1,crash
R00501,Does anyone know if the app supports the older living room bulb model from 2021? Reinstalling didn't help.,5,2026-01-29,3.3.2,0,question
R00502,The latest update crashes on launch whenever my video doorbell is connected. Considering switching apps.,2,2026-06-25,3.3.0,1,crash
R00503,Face ID stopped working with the app on 3.2.0. Have to type the password each time. Otherwise I like the app.,1,2026-04-16,3.4.0,1,login_auth
R00504,Background crash loop drained my patience -- kitchen plug alerts kill the app. Reinstalling didn't help.,1,2026-09-11,3.4.1,1,crash
R00505,"Best smart home app I've used, if only the security camera page didn't lag so badly. Really disappointing.",2,2026-06-26,3.3.2,1,performance
R00506,It would be great if the app supported widgets for the kitchen plug on the lock screen. Otherwise I like the app.,2,2026-06-16,3.4.1,0,feature_request
R00507,Toggle switches on the kitchen plug page don't reflect the real state. Confusing. Anyone else seeing this?,3,2026-08-23,3.3.2,1,ui_bug
R00508,Opening the video doorbell tab makes the app freeze then crash. Please fix this.,2,2026-07-27,3.2.0,1,crash
R00509,"My bedroom speaker shows offline in the app constantly, but my Wi-Fi is fine.",1,2026-02-27,3.3.0,1,connectivity
R00510,The app is great when it works -- sadly the smart lock screen crashes on launch. Hope this gets fixed soon.,1,2026-08-19,3.4.1,1,crash
R00511,App keeps crashing every time I open the kitchen plug controls on version 3.3.2. This started after the update.,2,2026-05-24,3.4.0,1,crash
R00512,Buttons on the garage sensor schedule screen overlap so I can't tap save. Considering switching apps.,2,2026-08-15,3.4.0,1,ui_bug
R00513,Setup for the garage sensor was painless and the interface is beautiful. Otherwise I like the app.,5,2026-08-04,3.3.0,0,praise
R00514,"Five stars for features, one star for the battery drain -- the garage sensor sync never sleeps.",1,2026-09-13,3.3.2,1,battery_drain
R00515,Every tap has a delay on 3.4.0. The thermostat controls feel like they're on dial-up. Otherwise I like the app.,1,2026-04-11,3.3.2,1,performance
R00516,The bedroom speaker schedules are flexible and the app never misses a beat. Hope this gets fixed soon.,4,2026-02-14,3.3.2,0,praise
R00517,"Simple, fast, reliable. Exactly what I want for my living room bulb. Considering switching apps.",5,2026-05-22,3.3.2,0,praise
R00518,"Five stars for the features, but the battery drain from the garage sensor sync is brutal. This started after the update.",1,2026-05-24,3.4.1,1,battery_drain
R00519,"Had one crash right after the 3.2.1 update, but a reinstall fixed everything. Loving it now.",5,2026-05-29,3.3.0,0,praise
R00520,garage sensor screen just force-closes the app. Completely unusable since 3.2.1. Otherwise I like the app.,1,2026-08-08,3.3.0,1,crash
R00521,Love this app! My security camera setup took five minutes and everything just works. Hope this gets fixed soon.,4,2026-07-24,3.2.0,0,praise
R00522,Face ID stopped working with the app on 3.2.0. Have to type the password each time. Considering switching apps.,3,2026-05-12,3.3.2,1,login_auth
R00523,"No lag, no freezes, no battery drain. Really happy with the video doorbell integration. Really disappointing.",5,2026-04-21,3.3.2,0,praise
R00524,"Two-factor code never arrives, so I'm locked out of controlling my thermostat. Reinstalling didn't help.",2,2026-03-08,3.3.0,1,login_auth
R00525,"My smart lock shows offline in the app constantly, but my Wi-Fi is fine. Honestly pretty annoyed.",3,2026-08-15,3.3.0,1,connectivity
R00526,"Sync fails repeatedly with the thermostat. Spinning loader, then 'connection timeout'. Anyone else seeing this?",3,2026-09-05,3.4.1,1,connectivity
R00527,Crash after crash. The app dies the moment I tap my smart plug. Really disappointing.,2,2026-02-04,3.2.0,1,crash
R00528,Great app otherwise -- however my smart lock keeps showing offline since 3.3.0. Reinstalling didn't help.,1,2026-07-01,3.3.2,1,connectivity
R00529,Five stars. The garage sensor routines run perfectly every morning. This started after the update.,5,2026-06-04,3.4.0,0,praise
R00530,"Simple, fast, reliable. Exactly what I want for my smart plug.",5,2026-02-09,3.4.0,0,praise
R00531,The app used 25% of my battery in 3 hours just syncing the smoke detector. Considering switching apps.,2,2026-04-09,3.2.0,1,battery_drain
R00532,Text is cut off on the smoke detector details screen on my small phone. Honestly pretty annoyed.,2,2026-09-16,3.4.0,1,ui_bug
R00533,'Device offline' error all day for my smoke detector even though it's two feet from the router.,1,2026-01-27,3.2.1,1,connectivity
R00534,"Love the new dashboard design, but my video doorbell won't stay connected since 3.2.0. Anyone else seeing this?",2,2026-07-22,3.4.1,1,connectivity
R00535,"My smart plug shows offline in the app constantly, but my Wi-Fi is fine.",1,2026-01-11,3.2.1,1,connectivity
R00536,Does the thermostat work without Wi-Fi? Wondering about offline mode. Reinstalling didn't help.,4,2026-08-05,3.3.0,0,question
R00537,"Simple, fast, reliable. Exactly what I want for my living room bulb. Honestly pretty annoyed.",3,2026-02-23,3.2.0,0,praise
R00538,Setup for the security camera was painless and the interface is beautiful. Considering switching apps.,5,2026-08-05,3.4.1,0,praise
R00539,Battery saver mode does nothing -- the bedroom speaker stream keeps running in the background.,2,2026-04-07,3.4.0,1,battery_drain
R00540,Crashes constantly since the 3.3.0 update. My kitchen plug is basically bricked in the app. Reinstalling didn't help.,1,2026-06-20,3.3.0,1,crash
R00541,Search in the smart plug history times out on anything older than a week. Honestly pretty annoyed.,2,2026-07-16,3.4.0,1,performance
R00542,The app keeps getting better. My thermostat has never been easier to manage. Anyone else seeing this?,1,2026-01-13,3.4.0,0,praise
R00543,Opening the kitchen plug tab makes the app freeze then crash. Please fix this. Considering switching apps.,1,2026-05-26,3.4.0,1,crash
R00544,App can't find the kitchen plug half the time. Re-pairing works for a day then it drops again.,1,2026-05-20,3.3.0,1,connectivity
R00545,Everything about the smart lock integration feels polished. Highly recommend.,4,2026-06-20,3.3.2,0,praise
R00546,The video doorbell status card shows yesterday's data until I force-refresh the app. Really disappointing.,3,2026-06-07,3.2.0,1,ui_bug
R00547,It would be great if the app supported widgets for the kitchen plug on the lock screen. Support was no help.,5,2026-08-06,3.2.0,0,feature_request
R00548,Love this app! My bedroom speaker setup took five minutes and everything just works. Hope this gets fixed soon.,5,2026-01-26,3.3.0,0,praise
R00549,"Really like the design, but logging in has been broken for me since 3.3.2. Anyone else seeing this?",1,2026-09-20,3.2.0,1,login_auth
R00550,Connection keeps dropping -- the garage sensor goes 'unreachable' every few hours. Considering switching apps.,1,2026-01-30,3.4.0,1,connectivity
R00551,The app is great when it works -- sadly the security camera screen crashes on launch. This started after the update.,3,2026-04-16,3.3.2,1,crash
R00552,Had to factory reset the smart lock three times this month because the app loses it. Hope this gets fixed soon.,2,2026-08-13,3.3.0,1,connectivity
R00553,It would be great if the app supported widgets for the bedroom speaker on the lock screen. Otherwise I like the app.,4,2026-04-12,3.3.0,0,feature_request
R00554,Scrolling the smart plug event history stutters and freezes the whole app. Anyone else seeing this?,5,2026-03-20,3.3.2,1,performance
R00555,App crashes when I try to view the video doorbell live feed. Was fine before 3.2.0. Considering switching apps.,1,2026-02-01,3.2.1,1,crash
R00556,How do I reset the video doorbell energy stats? They seem off this month. This started after the update.,1,2026-09-03,3.2.0,0,question
R00557,The app won't stay open for more than a few seconds if the living room bulb is online. This started after the update.,2,2026-03-18,3.4.1,1,crash
R00558,Love this app! My thermostat setup took five minutes and everything just works. Honestly pretty annoyed.,4,2026-05-23,3.2.0,0,praise
