rank,review_id,triage_score,severity_weight,category,star_rating,date,app_version,text
192,R01199,1.6819946016096559,4.0,connectivity,3,2026-07-22,3.4.1,"Sync fails repeatedly with the thermostat. Spinning loader, then 'connection timeout'. Reinstalling didn't help."
193,R01237,1.6818661309466223,4.5,login_auth,3,2026-09-12,3.4.1,Face ID stopped working with the app on 3.4.1. Have to type the password each time. This started after the update.
194,R00921,1.6763505627891881,5.0,crash,1,2026-04-24,3.2.0,The app won't stay open for more than a few seconds if the bedroom speaker is online. Honestly pretty annoyed.
195,R00897,1.673638973073368,4.0,connectivity,2,2026-06-14,3.2.1,App disconnects from the garage sensor whenever my phone switches between Wi-Fi and data.
196,R00462,1.6728752236644004,3.0,battery_drain,1,2026-08-25,3.2.0,The widget alone drains my battery keeping the kitchen plug status updated. This started after the update.
197,R00145,1.6600408350530564,3.0,battery_drain,1,2026-08-24,3.2.0,This app eats my phone battery alive -- lost 40% overnight with the video doorbell idle. This started after the update.
198,R01225,1.6562848985610994,4.0,connectivity,3,2026-07-20,3.3.0,Firmware update for the bedroom speaker failed halfway and now the app won't connect at all. Otherwise I like the app.
199,R00023,1.648056987871377,4.0,connectivity,4,2026-09-10,3.3.2,"My smart lock shows offline in the app constantly, but my Wi-Fi is fine. Support was no help."
200,R00380,1.635288093335584,4.5,login_auth,2,2026-08-02,3.4.0,"Login screen loops forever: enter password, spinner, back to login. Really disappointing."
201,R00283,1.6254953582444598,5.0,crash,1,2026-04-20,3.3.0,Crashes constantly since the 3.4.1 update. My thermostat is basically bricked in the app. Honestly pretty annoyed.
202,R01003,1.622535203927216,4.0,connectivity,1,2026-05-12,3.4.0,"Setup was a breeze and I love the widgets, but the kitchen plug drops offline every night. Otherwise I like the app."
203,R00619,1.6104153142462334,4.0,connectivity,2,2026-06-09,3.3.2,"Since 3.3.0, the app loses connection to the kitchen plug and never reconnects on its own. Anyone else seeing this?"
204,R00121,1.5980601214163574,4.0,connectivity,2,2026-06-08,3.3.2,App disconnects from the smart plug whenever my phone switches between Wi-Fi and data. Considering switching apps.
205,R00056,1.5980601214163574,4.0,connectivity,4,2026-09-06,3.2.0,The thermostat works in the old app but this version 3.4.0 can't maintain a connection. Support was no help.
206,R00091,1.5976565483899925,3.0,battery_drain,2,2026-09-17,3.4.1,"Since 3.4.1, the app drains battery even in the background. video doorbell polling is out of control."
207,R01211,1.585355350041604,4.5,login_auth,1,2026-06-30,3.2.1,Can't log in since 3.3.0 -- 'invalid credentials' even though my password is right. Reinstalling didn't help.
208,R00874,1.5800492723824653,3.0,performance,2,2026-09-02,3.3.0,The app is painfully slow to arm/disarm the smoke detector. Takes three tries.
209,R00400,1.5765043154273435,5.0,crash,2,2026-05-15,3.4.0,App force closes during thermostat setup on the very last step. Unacceptable. Really disappointing.
210,R01281,1.5761829406839665,5.0,crash,1,2026-04-16,3.4.1,The latest update crashes on launch whenever my garage sensor is connected. Hope this gets fixed soon.
211,R00958,1.5733125881400687,4.0,connectivity,1,2026-05-08,3.2.1,App disconnects from the garage sensor whenever my phone switches between Wi-Fi and data. This started after the update.
212,R01146,1.5731924186037547,4.5,login_auth,1,2026-06-29,3.4.0,Face ID stopped working with the app on 3.4.0. Have to type the password each time. Considering switching apps.
213,R00184,1.5614411058961561,4.5,login_auth,2,2026-07-27,3.4.1,"Two-factor code never arrives, so I'm locked out of controlling my video doorbell. Hope this gets fixed soon."
214,R01134,1.5612420494186705,4.0,connectivity,1,2026-05-07,3.2.0,Great app otherwise -- however my thermostat keeps showing offline since 3.4.0. Hope this gets fixed soon.
215,R00766,1.5573162678341155,4.0,connectivity,3,2026-07-12,3.2.1,'Device offline' error all day for my smart lock even though it's two feet from the router. Support was no help.
216,R00735,1.5491886727772612,3.0,battery_drain,2,2026-09-13,3.4.1,Woke up to a dead phone. The app was top of battery stats because of the video doorbell. Really disappointing.
217,R00776,1.5369898305399023,3.0,battery_drain,1,2026-08-14,3.2.1,Battery saver mode does nothing -- the kitchen plug stream keeps running in the background. Reinstalling didn't help.
218,R00445,1.5369898305399023,3.0,battery_drain,1,2026-08-14,3.3.0,Background battery drain is ridiculous. Turned off garage sensor notifications and it still drains. Support was no help.
219,R01141,1.5255089411626803,3.0,battery_drain,2,2026-09-11,3.3.0,Battery saver mode does nothing -- the smoke detector stream keeps running in the background. Really disappointing.
220,R00162,1.5254667077576927,4.5,login_auth,1,2026-06-25,3.2.1,Password reset email never comes. Can't access my kitchen plug at all now. Considering switching apps.
221,R01251,1.5169500312706763,5.0,crash,2,2026-05-10,3.3.2,The app is great when it works -- sadly the garage sensor screen crashes on launch. Considering switching apps.
222,R00816,1.5169500312706763,5.0,crash,2,2026-05-10,3.2.1,App crashes when I try to view the bedroom speaker live feed. Was fine before 3.3.0. Really disappointing.
223,R00943,1.5166407968320228,5.0,crash,1,2026-04-11,3.3.2,The app is great when it works -- sadly the smart plug screen crashes on launch. Reinstalling didn't help.
224,R01296,1.5137632452016851,4.5,login_auth,1,2026-06-24,3.2.0,Biometric login crashes back to the password field on 3.2.1.
225,R00691,1.5086967814991596,3.0,performance,2,2026-08-27,3.3.0,Switching rooms with the smoke detector takes ages -- the UI just hangs. This started after the update.
226,R00087,1.508389229508186,3.0,performance,1,2026-07-29,3.4.0,Search in the garage sensor history times out on anything older than a week. Really disappointing.
227,R01247,1.508389229508186,3.0,performance,1,2026-07-29,3.2.1,Live view from the video doorbell lags 10 seconds behind real time. Useless for a doorbell. Really disappointing.
228,R01290,1.5050050471389154,5.0,crash,1,2026-04-10,3.3.2,The latest update crashes on launch whenever my video doorbell is connected. Really disappointing.
229,R00835,1.4820006731584692,5.0,crash,1,2026-04-08,3.4.1,Crashes constantly since the 3.3.0 update. My living room bulb is basically bricked in the app. Honestly pretty annoyed.
230,R01175,1.4793018338978352,4.0,connectivity,1,2026-04-30,3.2.1,"Since 3.4.1, the app loses connection to the garage sensor and never reconnects on its own. Hope this gets fixed soon."
231,R01275,1.4792297970744896,3.0,battery_drain,2,2026-09-07,3.3.2,This app eats my phone battery alive -- lost 40% overnight with the thermostat idle. Hope this gets fixed soon.
232,R01244,1.4739375718927756,3.0,performance,1,2026-07-26,3.4.1,The app looks beautiful but everything lags; opening the smart lock takes forever. Reinstalling didn't help.
233,R00164,1.4709305375938606,5.0,crash,2,2026-05-06,3.3.0,App force closes during bedroom speaker setup on the very last step. Unacceptable. Hope this gets fixed soon.
234,R00820,1.4682518579168384,4.0,connectivity,2,2026-05-28,3.4.0,The kitchen plug pairs fine in Bluetooth settings but the app says device not found.
235,R00955,1.4678404285928868,4.5,login_auth,1,2026-06-20,3.4.1,Password reset email never comes. Can't access my kitchen plug at all now. Considering switching apps.
236,R01236,1.4596454794659632,5.0,crash,2,2026-05-05,3.4.1,Every time I adjust the smart plug settings the app force quits. So frustrating. Really disappointing.
237,R00826,1.4596454794659632,5.0,crash,2,2026-05-05,3.4.1,The latest update crashes on launch whenever my thermostat is connected. Otherwise I like the app.
238,R01112,1.456579077947298,4.5,login_auth,1,2026-06-19,3.3.2,Biometric login crashes back to the password field on 3.2.0.
239,R00082,1.4556783604143941,5.0,crash,3,2026-06-11,3.4.0,The latest update crashes on launch whenever my video doorbell is connected.
240,R01212,1.4512796214095547,2.0,ui_bug,1,2026-09-19,3.4.0,Buttons on the video doorbell schedule screen overlap so I can't tap save. Honestly pretty annoyed.
241,R00342,1.4343149068703354,4.5,login_auth,1,2026-06-17,3.4.0,Biometric login crashes back to the password field on 3.2.1.
242,R00287,1.4292229409744968,3.0,performance,1,2026-07-22,3.3.2,"Best smart home app I've used, if only the kitchen plug page didn't lag so badly."
243,R00132,1.4234194865377205,4.0,connectivity,1,2026-04-25,3.3.2,"Sync fails repeatedly with the thermostat. Spinning loader, then 'connection timeout'. Considering switching apps."
244,R00772,1.4233501709891632,3.0,battery_drain,2,2026-09-02,3.2.1,Phone battery dropped 15% during a 20-minute garage sensor live view. Fix the power usage.
245,R00671,1.4230600171396233,3.0,battery_drain,1,2026-08-04,3.2.1,"Since 3.2.1, the app drains battery even in the background. video doorbell polling is out of control. Considering switching apps."
246,R00172,1.418257865769106,3.0,performance,1,2026-07-21,3.3.0,"Love the automations, but the bedroom speaker live view buffers constantly. This started after the update."
247,R00046,1.4124989357466298,4.0,connectivity,1,2026-04-24,3.4.0,Intermittent connectivity: garage sensor responds maybe one time out of three. Really disappointing.
248,R00864,1.4123910491489942,4.5,login_auth,1,2026-06-15,3.2.0,"Login screen loops forever: enter password, spinner, back to login. This started after the update."
249,R00412,1.407663871364114,3.0,performance,2,2026-08-18,3.2.0,Scrolling the garage sensor event history stutters and freezes the whole app. Support was no help.
250,R00413,1.3937302307538697,5.0,crash,2,2026-04-29,3.4.1,Rotated my phone while on the smart plug page and the app crashed instantly. Anyone else seeing this?
251,R01186,1.385864811346561,3.0,performance,1,2026-07-18,3.4.1,Live view from the thermostat lags 10 seconds behind real time. Useless for a doorbell. Honestly pretty annoyed.
252,R00598,1.3827555215366085,5.0,crash,1,2026-03-30,3.4.0,"I love this app overall, but it crashes every time I open the bedroom speaker controls. Reinstalling didn't help."
253,R01177,1.3802374154675827,4.0,connectivity,1,2026-04-21,3.4.0,App can't find the smoke detector half the time. Re-pairing works for a day then it drops again. Honestly pretty annoyed.
254,R01274,1.3801319930032423,4.5,login_auth,1,2026-06-12,3.3.0,"Login screen loops forever: enter password, spinner, back to login."
255,R00867,1.3766616171160415,4.5,login_auth,3,2026-08-17,3.2.0,Can't log in since 3.2.1 -- 'invalid credentials' even though my password is right.
256,R00382,1.3695814627731302,3.0,battery_drain,2,2026-08-28,3.3.0,Constant location polling for the bedroom speaker geofence is killing my battery. Otherwise I like the app.
257,R00207,1.3695814627731302,3.0,battery_drain,2,2026-08-28,3.4.0,The widget alone drains my battery keeping the bedroom speaker status updated.
258,R00728,1.3693022698227362,3.0,battery_drain,1,2026-07-30,3.2.0,"Five stars for the features, but the battery drain from the smart lock sync is brutal. Honestly pretty annoyed."
259,R00099,1.3645607501225807,2.0,ui_bug,1,2026-09-11,3.4.0,Icons for the kitchen plug are missing -- just empty boxes on 3.4.1. Considering switching apps.
260,R00643,1.3618973882893055,5.0,crash,2,2026-04-26,3.4.0,App keeps crashing every time I open the thermostat controls on version 3.4.0. Really disappointing.
261,R00853,1.3594172665140327,4.0,connectivity,2,2026-05-18,3.4.1,The kitchen plug works in the old app but this version 3.4.1 can't maintain a connection. Otherwise I like the app.
262,R01006,1.3587969092263827,3.0,battery_drain,1,2026-07-29,3.3.0,The app used 25% of my battery in 3 hours just syncing the kitchen plug.
263,R01170,1.3489877441942544,4.0,connectivity,2,2026-05-17,3.2.1,App disconnects from the security camera whenever my phone switches between Wi-Fi and data. Considering switching apps.
264,R00933,1.3487127493300686,4.0,connectivity,1,2026-04-18,3.3.0,The living room bulb works in the old app but this version 3.4.0 can't maintain a connection. This started after the update.
265,R00872,1.3386382377301653,4.0,connectivity,2,2026-05-16,3.3.0,Great app otherwise -- however my smart lock keeps showing offline since 3.4.0.
266,R00404,1.3385359926089275,4.5,login_auth,2,2026-07-07,3.4.1,"Really like the design, but logging in has been broken for me since 3.4.0. Honestly pretty annoyed."
267,R00800,1.3382631283630664,4.5,login_auth,1,2026-06-08,3.3.2,"Really like the design, but logging in has been broken for me since 3.2.1."
268,R00777,1.334898032767177,4.5,login_auth,3,2026-08-13,3.3.0,Can't stay signed in on two phones -- the second login kicks out the first. Otherwise I like the app.
269,R00436,1.33052032341952,5.0,crash,1,2026-03-25,3.2.0,Rotated my phone while on the kitchen plug page and the app crashed instantly. Considering switching apps.
270,R00586,1.3178074458072957,4.5,login_auth,1,2026-06-06,3.3.0,"Great app when you're in, but I get logged out daily and can't reach my thermostat. Anyone else seeing this?"
271,R00033,1.313396832977143,3.0,performance,2,2026-08-09,3.3.0,Video from the thermostat buffers constantly even on fast Wi-Fi. Really disappointing.
272,R00585,1.310450130415851,5.0,crash,2,2026-04-21,3.2.0,"Crash report sent three times this week, all from the smart plug screen. Reinstalling didn't help."
273,R00439,1.3029393752802463,2.0,ui_bug,1,2026-09-05,3.4.0,Text is cut off on the smart lock details screen on my small phone. Reinstalling didn't help.
274,R00052,1.2977003599840031,3.0,battery_drain,2,2026-08-21,3.2.1,Battery saver mode does nothing -- the smoke detector stream keeps running in the background. Reinstalling didn't help.
275,R00177,1.293057590796275,3.0,performance,1,2026-07-09,3.3.2,App takes forever to load the smart lock dashboard -- 20+ seconds of spinner. Otherwise I like the app.
276,R01043,1.29015652082334,5.0,crash,1,2026-03-21,3.3.0,"Crash report sent three times this week, all from the smart lock screen. Support was no help."
277,R00030,1.2879712386290751,4.5,login_auth,2,2026-07-02,3.2.0,The app logs me out every day and I have to sign back in to see my smoke detector.
278,R01023,1.28780704478475,4.0,connectivity,1,2026-04-12,3.2.1,Great app otherwise -- however my smart plug keeps showing offline since 3.2.0.
279,R00885,1.2779269199342016,4.0,connectivity,1,2026-04-11,3.4.0,The smart lock works in the old app but this version 3.2.0 can't maintain a connection. Anyone else seeing this?
280,R01180,1.2680257367923695,4.5,login_auth,1,2026-06-01,3.2.0,Face ID stopped working with the app on 3.2.0. Have to type the password each time.
281,R01196,1.2678023451064595,3.0,battery_drain,1,2026-07-20,3.3.2,Phone battery dropped 15% during a 20-minute video doorbell live view. Fix the power usage. Hope this gets fixed soon.
282,R00599,1.2672416166367295,5.0,crash,3,2026-05-24,3.3.2,Background crash loop drained my patience -- kitchen plug alerts kill the app.
283,R00610,1.2537193249226188,2.0,ui_bug,1,2026-08-31,3.3.2,"Huge fan of the product, but the UI on the living room bulb page is glitchy and unreadable. Really disappointing."
284,R00068,1.2484236730312,3.0,battery_drain,1,2026-07-18,3.3.0,"Since 3.2.1, the app drains battery even in the background. garage sensor polling is out of control. This started after the update."
285,R00880,1.2416724760120614,5.0,crash,2,2026-04-14,3.4.1,"I love this app overall, but it crashes every time I open the security camera controls. This started after the update."
286,R00894,1.2414193576606354,5.0,crash,1,2026-03-16,3.4.1,App crashes when I try to view the living room bulb live feed. Was fine before 3.2.1. Considering switching apps.
287,R01106,1.2414193576606354,5.0,crash,1,2026-03-16,3.2.1,Rotated my phone while on the smart lock page and the app crashed instantly. Otherwise I like the app.
288,R00416,1.238845699525091,3.0,battery_drain,1,2026-07-17,3.3.2,Background battery drain is ridiculous. Turned off smart lock notifications and it still drains. Really disappointing.
289,R00721,1.232146298052273,5.0,crash,2,2026-04-13,3.3.0,Rotated my phone while on the thermostat page and the app crashed instantly. Honestly pretty annoyed.
290,R00615,1.2299024631713207,4.0,connectivity,2,2026-05-05,3.2.1,"Sync fails repeatedly with the kitchen plug. Spinning loader, then 'connection timeout'. Considering switching apps."
291,R00282,1.229591864431922,3.0,battery_drain,2,2026-08-14,3.3.2,Woke up to a dead phone. The app was top of battery stats because of the security camera. Really disappointing.
292,R00663,1.229341208746413,3.0,battery_drain,1,2026-07-16,3.2.1,Phone battery dropped 15% during a 20-minute video doorbell live view. Fix the power usage. Anyone else seeing this?
293,R00765,1.222111988920234,3.0,performance,3,2026-09-06,3.4.1,Scrolling the bedroom speaker event history stutters and freezes the whole app. This started after the update.
294,R00860,1.2108562134551675,4.0,connectivity,1,2026-04-04,3.2.0,App disconnects from the smart lock whenever my phone switches between Wi-Fi and data. Considering switching apps.
295,R00330,1.2037585981745207,5.0,crash,1,2026-03-12,3.2.1,The app is great when it works -- sadly the smart plug screen crashes on launch. Support was no help.
296,R00138,1.2018114520896892,4.0,connectivity,4,2026-07-31,3.4.1,App disconnects from the kitchen plug whenever my phone switches between Wi-Fi and data. Support was no help.
297,R00353,1.2017196577914533,4.5,login_auth,2,2026-06-23,3.4.1,"Login screen loops forever: enter password, spinner, back to login."
298,R00494,1.2014746839319754,4.5,login_auth,1,2026-05-25,3.3.2,Can't stay signed in on two phones -- the second login kicks out the first. Anyone else seeing this?
299,R01192,1.1985450910622681,4.0,connectivity,3,2026-06-08,3.3.0,Had to factory reset the smart lock three times this month because the app loses it. Considering switching apps.
300,R01282,1.1880242705746484,3.0,performance,1,2026-06-28,3.3.2,App takes forever to load the smoke detector dashboard -- 20+ seconds of spinner.
301,R00335,1.1879191296709943,2.0,ui_bug,1,2026-08-24,3.4.0,"Really happy with the security camera itself, but the app UI shows the wrong status half the time. Support was no help."
302,R00974,1.183200219318262,4.0,connectivity,1,2026-04-01,3.2.0,The security camera works in the old app but this version 3.3.2 can't maintain a connection. Support was no help.
303,R00423,1.1762647137946667,5.0,crash,1,2026-03-09,3.3.2,App crashes when I try to view the bedroom speaker live feed. Was fine before 3.2.0. Really disappointing.
304,R01135,1.1740329642255145,4.5,login_auth,1,2026-05-22,3.3.2,App says my session expired in the middle of video doorbell setup and lost my progress. Considering switching apps.
305,R01152,1.1652632623578385,4.5,login_auth,2,2026-06-19,3.4.0,Face ID stopped working with the app on 3.4.0. Have to type the password each time. Support was no help.
306,R00115,1.1648204743536694,3.0,battery_drain,1,2026-07-09,3.2.0,Constant location polling for the garage sensor geofence is killing my battery. Honestly pretty annoyed.
307,R01214,1.1648204743536694,3.0,battery_drain,1,2026-07-09,3.2.1,Phone battery dropped 15% during a 20-minute smart lock live view. Fix the power usage. Honestly pretty annoyed.
308,R00310,1.161126457557736,3.0,performance,2,2026-07-24,3.3.0,Live view from the smoke detector lags 10 seconds behind real time. Useless for a doorbell. Considering switching apps.
309,R00906,1.1610236971276438,2.0,ui_bug,2,2026-09-19,3.4.1,Buttons on the living room bulb schedule screen overlap so I can't tap save. Honestly pretty annoyed.
310,R01138,1.1585213848024485,5.0,crash,2,2026-04-05,3.3.0,App keeps crashing every time I open the bedroom speaker controls on version 3.3.0.
311,R01230,1.1582852170298046,5.0,crash,1,2026-03-07,3.3.2,Instant crash when switching between the video doorbell and the dashboard. Considering switching apps.
312,R00706,1.1579706728443522,3.0,performance,3,2026-08-30,3.2.1,The app is painfully slow to arm/disarm the living room bulb. Takes three tries. Reinstalling didn't help.
313,R00463,1.1496331464827152,5.0,crash,2,2026-04-04,3.3.2,The app won't stay open for more than a few seconds if the living room bulb is online. Hope this gets fixed soon.
314,R00769,1.1493987906019139,5.0,crash,1,2026-03-06,3.2.1,The app won't stay open for more than a few seconds if the garage sensor is online. This started after the update.
315,R00973,1.1475395745112256,4.0,connectivity,2,2026-04-26,3.4.1,App disconnects from the living room bulb whenever my phone switches between Wi-Fi and data. Honestly pretty annoyed.
316,R00575,1.1433783527795973,3.0,performance,2,2026-07-22,3.4.0,Live view from the bedroom speaker lags 10 seconds behind real time. Useless for a doorbell.
317,R00611,1.143145271955706,3.0,performance,1,2026-06-23,3.3.0,Every tap has a delay on 3.3.2. The kitchen plug controls feel like they're on dial-up.
318,R01179,1.143145271955706,3.0,performance,1,2026-06-23,3.2.0,"Best smart home app I've used, if only the garage sensor page didn't lag so badly."
319,R00134,1.1430441028719778,2.0,ui_bug,1,2026-08-19,3.3.2,Toggle switches on the bedroom speaker page don't reflect the real state. Confusing. Anyone else seeing this?
320,R01279,1.1386486126631719,4.5,login_auth,2,2026-06-16,3.4.1,"Login screen loops forever: enter password, spinner, back to login. Really disappointing."
321,R00532,1.13450587923666,2.0,ui_bug,2,2026-09-16,3.4.0,Text is cut off on the smoke detector details screen on my small phone. Honestly pretty annoyed.
322,R00871,1.134375,3.0,performance,1,2026-06-22,3.4.0,Every tap has a delay on 3.3.2. The thermostat controls feel like they're on dial-up. Reinstalling didn't help.
323,R00344,1.1294834841106607,3.0,battery_drain,1,2026-07-05,3.2.1,Constant location polling for the smart lock geofence is killing my battery. Support was no help.
324,R01057,1.121101148254081,4.0,connectivity,1,2026-03-25,3.2.0,Had to factory reset the thermostat three times this month because the app loses it.
325,R01114,1.1182821118055832,4.0,connectivity,3,2026-05-30,3.4.0,'Device offline' error all day for my smoke detector even though it's two feet from the router. Support was no help.
326,R01052,1.1145296457481861,5.0,crash,1,2026-03-02,3.2.0,Rotated my phone while on the smoke detector page and the app crashed instantly.
327,R00635,1.1125,4.0,connectivity,1,2026-03-24,3.3.2,"My video doorbell shows offline in the app constantly, but my Wi-Fi is fine. Anyone else seeing this?"
328,R00916,1.1125,4.0,connectivity,1,2026-03-24,3.3.2,"Sync fails repeatedly with the thermostat. Spinning loader, then 'connection timeout'. Hope this gets fixed soon."
329,R00839,1.104105594402594,4.5,login_auth,2,2026-06-12,3.4.0,Face ID stopped working with the app on 3.4.1. Have to type the password each time.
330,R00086,1.1036860456805755,3.0,battery_drain,1,2026-07-02,3.3.2,Phone battery dropped 15% during a 20-minute garage sensor live view. Fix the power usage. This started after the update.
331,R00633,1.1011888934376288,4.0,connectivity,3,2026-05-28,3.3.0,Great app otherwise -- however my living room bulb keeps showing offline since 3.3.0.
332,R01040,1.0977175574961344,5.0,crash,4,2026-06-27,3.4.1,App keeps crashing every time I open the video doorbell controls on version 3.4.0. Considering switching apps.
333,R01034,1.0957185278769754,4.0,connectivity,2,2026-04-20,3.3.2,"Love the new dashboard design, but my bedroom speaker won't stay connected since 3.4.1. Hope this gets fixed soon."
334,R00072,1.0954114887741575,4.5,login_auth,1,2026-05-13,3.2.1,Biometric login crashes back to the password field on 3.3.0. Hope this gets fixed soon.
335,R01025,1.0952185070292746,3.0,battery_drain,1,2026-07-01,3.3.0,"Five stars for the features, but the battery drain from the smoke detector sync is brutal. Hope this gets fixed soon."
336,R00366,1.0924645531195911,3.0,battery_drain,3,2026-09-05,3.4.0,This app eats my phone battery alive -- lost 40% overnight with the smoke detector idle. Reinstalling didn't help.
337,R00541,1.0917452202445208,3.0,performance,2,2026-07-16,3.4.0,Search in the smart plug history times out on anything older than a week. Honestly pretty annoyed.
338,R01147,1.0870904648830986,4.0,connectivity,1,2026-03-21,3.3.2,'Device offline' error all day for my thermostat even though it's two feet from the router. Really disappointing.
339,R00952,1.084274126006364,4.5,login_auth,3,2026-07-17,3.4.0,Password reset email never comes. Can't access my kitchen plug at all now. Support was no help.
340,R01232,1.0748384713649577,3.0,performance,1,2026-06-15,3.2.0,"Love the automations, but the smoke detector live view buffers constantly."
341,R00652,1.0702036817573282,3.0,battery_drain,1,2026-06-28,3.2.0,Background battery drain is ridiculous. Turned off video doorbell notifications and it still drains. Reinstalling didn't help.
342,R00218,1.0677822852607708,4.0,connectivity,3,2026-05-24,3.2.1,App disconnects from the security camera whenever my phone switches between Wi-Fi and data. This started after the update.
343,R00246,1.0675126282418723,3.0,battery_drain,3,2026-09-02,3.3.0,Massive battery drain on 3.2.0. Had to uninstall to get through the day. Considering switching apps.
344,R00478,1.0668097249523747,3.0,performance,2,2026-07-13,3.4.0,App startup is so slow now that the smoke detector alerts arrive before the app opens.
345,R00741,1.0641992745519067,5.0,crash,1,2026-02-24,3.3.2,App crashes when I try to view the bedroom speaker live feed. Was fine before 3.3.0. Anyone else seeing this?
346,R00931,1.0622612843503383,4.0,connectivity,1,2026-03-18,3.2.1,"Setup was a breeze and I love the widgets, but the smart lock drops offline every night. Really disappointing."
347,R00157,1.0586251034153258,3.0,performance,2,2026-07-12,3.4.1,Live view from the living room bulb lags 10 seconds behind real time. Useless for a doorbell. Honestly pretty annoyed.
348,R01132,1.0583156298782765,2.0,ui_bug,1,2026-08-09,3.2.1,"Really happy with the thermostat itself, but the app UI shows the wrong status half the time. Support was no help."
349,R00898,1.054111558694008,4.0,connectivity,1,2026-03-17,3.4.0,App disconnects from the smoke detector whenever my phone switches between Wi-Fi and data. Otherwise I like the app.
350,R00473,1.0513806586824024,4.5,login_auth,3,2026-07-13,3.2.0,Biometric login crashes back to the password field on 3.4.0. Support was no help.
351,R00836,1.050289126750895,3.0,performance,1,2026-06-12,3.4.0,"Love the automations, but the thermostat live view buffers constantly. This started after the update."
352,R01263,1.0479327257133817,5.0,crash,1,2026-02-22,3.4.0,"I love this app overall, but it crashes every time I open the smart lock controls. Considering switching apps."
353,R00317,1.0460243581708548,4.0,connectivity,1,2026-03-16,3.4.1,The security camera works in the old app but this version 3.2.0 can't maintain a connection.
354,R01182,1.0457601958842047,3.0,battery_drain,1,2026-06-25,3.2.0,This app eats my phone battery alive -- lost 40% overnight with the bedroom speaker idle. Honestly pretty annoyed.
355,R01016,1.0401049577869932,5.0,crash,2,2026-03-22,3.2.1,App force closes during security camera setup on the very last step. Unacceptable. Anyone else seeing this?
356,R00993,1.0379486561553888,3.0,battery_drain,2,2026-07-23,3.2.1,Background battery drain is ridiculous. Turned off thermostat notifications and it still drains. Otherwise I like the app.
357,R01188,1.0379199207577983,4.5,login_auth,1,2026-05-06,3.2.1,Password reset email never comes. Can't access my kitchen plug at all now.
358,R00443,1.0316345880811397,3.0,performance,3,2026-08-15,3.4.1,App startup is so slow now that the smart lock alerts arrive before the app opens. Considering switching apps.
359,R00394,1.0316345880811397,3.0,performance,3,2026-08-15,3.4.1,Every tap has a delay on 3.2.0. The garage sensor controls feel like they're on dial-up.
360,R00736,1.0274455674912175,4.0,connectivity,3,2026-05-19,3.3.2,Firmware update for the smoke detector failed halfway and now the app won't connect at all. Support was no help.
361,R01021,1.0142912685210164,4.0,connectivity,1,2026-03-12,3.3.0,The thermostat pairs fine in Bluetooth settings but the app says device not found. Reinstalling didn't help.
362,R00183,1.0116635314336753,4.5,login_auth,3,2026-07-08,3.4.0,"Really like the design, but logging in has been broken for me since 3.3.2."
363,R00557,1.0085514441303773,5.0,crash,2,2026-03-18,3.4.1,The app won't stay open for more than a few seconds if the living room bulb is online. This started after the update.
364,R00878,1.0064326942534791,4.5,login_auth,1,2026-05-02,3.3.2,Can't stay signed in on two phones -- the second login kicks out the first. Honestly pretty annoyed.
365,R00123,1.0062553881548721,3.0,battery_drain,1,2026-06-20,3.3.2,"Five stars for the features, but the battery drain from the smart plug sync is brutal. Considering switching apps."
366,R00987,1.00060976461038,5.0,crash,1,2026-02-16,3.3.0,The latest update crashes on launch whenever my security camera is connected. This started after the update.
367,R01059,0.9987875758852236,4.0,connectivity,1,2026-03-10,3.4.1,Connection keeps dropping -- the video doorbell goes 'unreachable' every few hours. Support was no help.
368,R00624,0.9931354861285082,5.0,crash,2,2026-03-16,3.4.1,"Crash report sent three times this week, all from the bedroom speaker screen."
369,R00582,0.9913269086496739,4.0,connectivity,2,2026-04-07,3.2.0,The garage sensor pairs fine in Bluetooth settings but the app says device not found. Really disappointing.
370,R00060,0.9886326161512817,4.0,connectivity,3,2026-05-14,3.2.0,'Device offline' error all day for my bedroom speaker even though it's two feet from the router. Support was no help.
371,R00390,0.9875307952390409,3.0,performance,1,2026-06-04,3.3.2,The app is painfully slow to arm/disarm the kitchen plug. Takes three tries. Hope this gets fixed soon.
372,R00409,0.9723500818317231,2.0,ui_bug,1,2026-07-29,3.3.2,Dark mode is broken on the kitchen plug page -- white text on a white background.
373,R00498,0.9684403397142715,3.0,battery_drain,2,2026-07-14,3.3.0,Battery usage doubled after the update. The app keeps the smart lock connection awake nonstop. Considering switching apps.
374,R00781,0.9678146823040032,5.0,crash,3,2026-04-19,3.3.0,App force closes during video doorbell setup on the very last step. Unacceptable.
375,R00658,0.9630068785396165,5.0,crash,2,2026-03-12,3.2.0,"I love this app overall, but it crashes every time I open the smart plug controls. Honestly pretty annoyed."
376,R00125,0.9608145087692967,3.0,battery_drain,1,2026-06-14,3.4.1,Battery saver mode does nothing -- the video doorbell stream keeps running in the background. Support was no help.
377,R00369,0.9574874705966994,2.0,ui_bug,1,2026-07-27,3.4.0,The video doorbell status card shows yesterday's data until I force-refresh the app. Support was no help.
378,R00331,0.9538055244745088,4.5,login_auth,2,2026-05-24,3.2.1,App says my session expired in the middle of kitchen plug setup and lost my progress. This started after the update.
379,R00451,0.9536839309240435,4.0,connectivity,1,2026-03-04,3.2.1,Connection keeps dropping -- the smart plug goes 'unreachable' every few hours. Honestly pretty annoyed.
